machine_id,brand,power_hp,production_year,age_at_event,hours_at_event,failure_time,event_flag,failure_system,major_failure_flag,repair_cost,downtime_hours,peak_load_proxy,weather_instrument,climate,soil,region,campaign
M_1184,MTZ82,100.9,2017,8.5,978.9,1209.2,1,гидравлика,0,29718.28,7.0,1.0,69.41,0.4367,0.7469,north_caucasus,harvest
M_1185,MTZ82,82.6,2017,8.55,1254.6,1467.3,1,трансмиссия,0,101938.52,14.2,1.0,46.8,0.5986,0.9051,north_caucasus,sowing
M_1186,MTZ82,82.5,2021,4.14,1110.1,1449.6,0,прочее,0,0.0,0.0,0.5759,43.37,0.4245,0.4978,north_caucasus,sowing
M_1187,MTZ82,81.9,2022,3.52,464.7,566.5,1,двигатель,1,194146.79,200.7,0.6266,40.43,0.4528,0.2734,northwest,sowing
M_1188,MTZ82,104.1,2020,5.45,680.9,723.1,1,трансмиссия,1,189150.4,4.9,0.7818,50.36,0.5008,0.2114,kuban,sowing
M_1189,MTZ82,101.7,2020,5.19,210.4,239.8,1,трансмиссия,1,177426.4,28.1,0.8681,35.72,0.2492,0.594,northwest,sowing
M_1190,MTZ82,85.4,2022,3.74,1054.2,1308.4,0,прочее,0,0.0,0.0,0.7731,41.02,0.8519,0.0099,altai,sowing
M_1191,MTZ82,93.3,2022,3.63,532.9,634.6,1,гидравлика,1,82018.97,3.6,0.7464,37.64,0.4662,0.7531,amur,sowing
M_1192,MTZ82,70.7,2018,7.26,2180.6,2540.4,0,прочее,0,0.0,0.0,0.9147,30.65,0.6435,0.277,northwest,sowing
M_1193,MTZ82,69.1,2021,4.51,928.4,1051.6,1,трансмиссия,1,153577.87,93.0,0.8286,25.63,0.3971,0.8107,altai,sowing
M_1194,MTZ82,59.1,2021,4.99,167.4,187.8,1,трансмиссия,1,144766.27,41.0,0.7792,33.14,0.4133,0.4591,northwest,sowing
M_1195,MTZ82,100.5,2019,6.45,332.7,350.9,1,гидравлика,0,104307.96,12.4,1.0,57.77,0.5596,0.2191,north_caucasus,harvest
M_1196,MTZ82,81.6,2023,2.23,548.5,779.9,0,прочее,0,0.0,0.0,0.7521,50.63,0.6445,0.5185,volga,sowing
M_1197,MTZ82,61.7,2017,8.09,766.1,878.5,1,двигатель,1,264969.22,168.7,0.8477,57.65,0.1388,0.2975,vladimir,harvest
M_1198,MTZ82,80.0,2020,5.03,28.2,30.6,1,трансмиссия,1,205850.38,85.1,0.9071,49.9,0.7307,0.2331,amur,harvest
M_1199,MTZ82,101.9,2018,7.13,335.1,357.5,1,прочее,0,23905.54,16.5,0.9657,48.04,0.7654,0.4852,vladimir,harvest
M_1200,MTZ82,98.9,2021,4.51,684.7,822.0,1,гидравлика,0,71543.81,23.7,0.8081,58.07,0.8024,0.7873,central_chernozem,harvest
M_1201,NewHollandT9,153.3,2022,3.56,985.9,1247.6,0,прочее,0,0.0,0.0,0.9244,61.92,0.6216,0.1897,north_caucasus,harvest
M_1202,NewHollandT9,165.1,2021,4.33,314.7,378.0,1,электроника,0,16544.04,13.6,0.7812,41.98,0.4942,0.7776,northwest,harvest
M_1203,NewHollandT9,197.0,2022,3.47,889.7,1215.9,0,прочее,0,0.0,0.0,0.9569,37.89,0.4689,0.4334,vladimir,sowing
M_1204,NewHollandT9,178.8,2023,2.03,583.8,710.0,0,прочее,0,0.0,0.0,0.7914,34.1,0.3056,0.2181,altai,sowing
M_1205,NewHollandT9,144.5,2021,4.41,1186.7,1542.0,0,прочее,0,0.0,0.0,1.0,55.67,0.9425,0.4708,northwest,harvest
M_1206,NewHollandT9,170.7,2024,1.38,403.9,482.7,0,прочее,0,0.0,0.0,0.523,54.54,0.7463,0.3379,kuban,sowing
M_1207,NewHollandT9,204.5,2018,7.82,325.1,345.8,1,трансмиссия,0,57330.79,14.3,1.0,50.73,0.6802,0.7719,kuban,sowing
M_1208,NewHollandT9,172.1,2020,5.63,1665.9,1971.6,0,прочее,0,0.0,0.0,1.0,53.58,0.6826,0.7191,vladimir,harvest
M_1209,NewHollandT9,171.4,2022,3.48,961.5,1216.8,0,прочее,0,0.0,0.0,0.8809,51.7,0.2145,0.7778,north_caucasus,harvest
M_1210,NewHollandT9,192.2,2023,2.99,803.0,1046.3,0,прочее,0,0.0,0.0,0.7747,61.59,0.5149,0.3211,north_caucasus,harvest
M_1211,NewHollandT9,141.2,2018,7.06,302.3,321.6,1,электроника,0,26103.53,9.4,0.9239,45.92,0.4603,0.2253,central_chernozem,sowing
M_1212,NewHollandT9,193.4,2018,7.23,1875.1,2529.4,0,прочее,0,0.0,0.0,1.0,51.15,0.6587,0.4185,volga,sowing
M_1213,NewHollandT9,184.6,2020,5.51,1352.4,1565.0,1,электроника,0,41144.89,35.3,1.0,50.61,0.8855,0.4575,volga,sowing
M_1214,NewHollandT9,172.7,2020,5.97,1645.7,2088.6,0,прочее,0,0.0,0.0,0.863,47.24,0.3835,0.3603,altai,harvest
M_1215,NewHollandT9,144.3,2019,6.64,1257.5,1494.1,1,трансмиссия,1,76269.74,51.5,0.9866,37.73,0.7185,0.7954,vladimir,sowing
M_1216,NewHollandT9,178.6,2020,5.51,1234.8,1443.2,1,гидравлика,0,26168.23,0.4,0.8169,44.56,0.2834,0.4036,amur,sowing
M_1217,NewHollandT9,196.8,2018,7.8,2271.8,2728.3,0,прочее,0,0.0,0.0,1.0,60.16,0.8921,0.3737,central_chernozem,harvest
M_1218,NewHollandT9,175.1,2019,6.64,302.4,324.4,1,гидравлика,0,36988.22,3.9,1.0,75.73,0.3638,0.4375,kuban,harvest
M_1219,NewHollandT9,176.4,2022,3.77,976.2,1108.7,1,гидравлика,0,40000.83,3.9,0.7992,48.4,0.8873,0.4752,altai,harvest
M_1220,NewHollandT9,165.2,2023,2.49,762.3,869.8,0,прочее,0,0.0,0.0,0.6387,26.81,0.5698,0.331,northwest,sowing
M_1221,NewHollandT9,188.3,2017,8.91,1228.6,1450.0,1,электроника,0,35270.85,15.8,1.0,43.54,0.8547,0.3095,kuban,sowing
M_1222,NewHollandT9,164.9,2023,2.62,761.0,916.5,0,прочее,0,0.0,0.0,0.7883,30.19,0.9705,0.6581,northwest,sowing
M_1223,NewHollandT9,193.3,2024,1.65,414.1,575.9,0,прочее,0,0.0,0.0,0.5996,20.99,0.841,0.9056,amur,sowing
M_1224,NewHollandT9,173.7,2023,2.22,570.6,776.9,0,прочее,0,0.0,0.0,0.7019,57.97,0.437,0.8135,north_caucasus,harvest
M_1225,NewHollandT9,195.1,2022,3.52,88.2,98.2,1,трансмиссия,1,44812.37,196.1,0.92,59.1,0.4485,0.3454,altai,harvest
M_1226,NewHollandT9,179.2,2018,7.03,1038.0,1237.3,1,трансмиссия,0,88099.3,24.6,1.0,40.71,0.8917,0.7222,altai,sowing
M_1227,NewHollandT9,148.7,2020,5.69,1670.7,1991.2,0,прочее,0,0.0,0.0,0.9923,43.62,0.5508,0.5583,amur,harvest
M_1228,NewHollandT9,167.6,2023,2.25,666.1,787.5,0,прочее,0,0.0,0.0,0.6491,47.27,0.6312,0.3388,volga,sowing
M_1229,NewHollandT9,185.1,2023,2.49,718.9,872.1,0,прочее,0,0.0,0.0,0.8891,41.54,0.7846,0.3945,northwest,harvest
M_1230,NewHollandT9,177.7,2017,8.32,270.9,295.9,1,гидравлика,0,80477.16,3.1,1.0,64.81,0.9424,0.1788,kuban,harvest
M_1231,NewHollandT9,165.5,2021,4.83,496.0,554.8,1,электроника,0,28548.13,2.8,0.9522,43.61,0.6704,0.2679,volga,sowing
M_1232,NewHollandT9,169.2,2024,1.25,328.1,437.5,0,прочее,0,0.0,0.0,0.7553,64.68,0.7615,0.7163,central_chernozem,harvest
M_1233,NewHollandT9,163.5,2022,3.24,712.1,850.4,1,гидравлика,0,49850.97,40.9,0.8153,39.24,0.872,0.034,altai,sowing
M_1234,NewHollandT9,179.6,2019,6.81,1162.7,1239.8,1,гидравлика,1,40661.54,75.9,1.0,64.96,0.8835,0.0694,vladimir,harvest
M_1235,NewHollandT9,173.0,2024,1.82,523.9,636.6,0,прочее,0,0.0,0.0,0.8172,55.24,0.8375,0.1615,volga,harvest
M_1236,NewHollandT9,165.3,2020,5.54,1735.9,1939.1,0,прочее,0,0.0,0.0,0.9219,49.97,0.7015,0.3629,northwest,harvest
M_1237,NewHollandT9,158.9,2022,3.05,561.4,612.9,1,трансмиссия,1,98448.42,150.5,0.7426,42.94,0.6727,0.7399,altai,sowing
M_1238,NewHollandT9,187.5,2023,2.57,662.3,898.2,0,прочее,0,0.0,0.0,0.724,68.46,0.9452,0.57,central_chernozem,harvest
M_1239,NewHollandT9,159.5,2018,7.54,1296.4,1405.6,1,электроника,0,29569.0,18.1,1.0,63.84,0.6407,0.64,kuban,harvest
M_1240,NewHollandT9,188.0,2017,8.17,2284.2,2406.6,1,трансмиссия,1,346378.51,85.1,1.0,53.33,0.4975,0.8594,vladimir,harvest
M_1241,NewHollandT9,174.9,2022,3.8,926.2,1087.6,1,трансмиссия,1,157393.57,32.8,0.8778,41.52,0.7196,0.279,amur,harvest
M_1242,NewHollandT9,156.2,2020,5.95,862.8,1066.7,1,электроника,0,30470.68,20.1,0.9321,49.65,0.6429,0.571,volga,harvest
M_1243,NewHollandT9,157.6,2024,2.0,611.3,648.6,1,двигатель,1,262282.56,175.7,0.6479,46.53,0.8034,0.3125,vladimir,harvest
M_1244,NewHollandT9,172.6,2023,2.94,36.5,40.1,1,электроника,0,24723.37,4.4,0.8436,58.69,0.726,0.8236,kuban,sowing
M_1245,NewHollandT9,175.2,2024,1.21,336.3,423.4,0,прочее,0,0.0,0.0,0.6645,61.38,0.274,0.2478,volga,harvest
M_1246,NewHollandT9,162.7,2022,3.87,398.9,484.4,1,электроника,0,9135.52,1.2,0.9929,35.97,0.8835,0.2914,amur,harvest
M_1247,NewHollandT9,180.8,2023,2.21,540.6,771.8,0,прочее,0,0.0,0.0,0.7791,54.4,0.1479,0.4344,altai,harvest
M_1248,NewHollandT9,200.9,2024,1.24,305.2,356.6,1,электроника,0,23542.26,7.0,0.7803,39.96,0.7348,0.4584,altai,harvest
M_1249,NewHollandT9,187.2,2020,5.44,43.1,47.9,1,двигатель,1,124684.3,11.9,0.9244,45.15,0.8206,0.3426,vladimir,harvest
M_1250,NewHollandT9,136.3,2019,6.27,138.2,164.2,1,трансмиссия,1,140297.01,121.0,1.0,60.89,0.6485,0.8332,volga,harvest
M_1251,NewHollandT9,166.2,2018,7.21,870.9,991.1,1,гидравлика,0,58562.97,26.4,1.0,28.22,0.6332,0.2236,amur,harvest
M_1252,NewHollandT9,166.3,2021,4.18,400.5,472.2,1,электроника,0,59162.59,59.1,1.0,43.21,0.3741,0.594,amur,harvest
M_1253,NewHollandT9,195.3,2019,6.87,555.6,665.3,1,электроника,1,18540.57,68.5,0.9949,48.12,0.7924,0.1014,vladimir,harvest
M_1254,NewHollandT9,136.8,2022,3.2,521.5,618.9,1,двигатель,1,112477.82,44.5,0.7805,52.89,0.6516,0.3265,north_caucasus,sowing
M_1255,NewHollandT9,187.6,2023,2.28,647.9,799.1,0,прочее,0,0.0,0.0,0.7832,51.06,0.5859,0.7983,vladimir,harvest
M_1256,NewHollandT9,169.7,2018,7.32,569.5,622.1,1,гидравлика,1,70532.75,33.9,1.0,58.45,0.8072,0.2718,volga,harvest
M_1257,NewHollandT9,170.4,2020,5.98,736.3,813.6,1,электроника,1,20632.2,80.3,0.8121,49.18,0.5737,0.7245,altai,sowing
M_1258,NewHollandT9,199.1,2020,5.1,694.2,742.5,1,электроника,0,73575.59,6.9,1.0,43.3,0.6812,0.1845,kuban,sowing
M_1259,NewHollandT9,179.8,2023,2.61,688.1,911.9,0,прочее,0,0.0,0.0,0.8374,68.77,0.686,0.3169,kuban,harvest
M_1260,NewHollandT9,187.2,2019,6.49,1852.9,2271.2,0,прочее,0,0.0,0.0,1.0,51.33,0.4781,0.3243,volga,sowing
M_1261,NewHollandT9,118.5,2023,2.14,654.8,748.4,0,прочее,0,0.0,0.0,0.7122,53.07,0.5679,0.7569,altai,harvest
M_1262,NewHollandT9,195.2,2019,6.82,570.4,663.2,1,электроника,0,43805.38,18.9,1.0,47.14,0.4449,0.1764,north_caucasus,sowing
M_1263,NewHollandT9,172.8,2020,5.9,1586.6,2063.3,0,прочее,0,0.0,0.0,1.0,58.1,0.6662,0.4198,central_chernozem,harvest
M_1264,NewHollandT9,219.8,2022,3.07,950.3,1076.0,0,прочее,0,0.0,0.0,0.8436,22.5,0.3416,0.3056,volga,sowing
M_1265,NewHollandT9,169.2,2018,7.23,1996.5,2531.6,0,прочее,0,0.0,0.0,1.0,50.73,0.4162,0.1766,kuban,harvest
M_1266,NewHollandT9,179.6,2017,8.46,111.4,127.2,1,электроника,1,13327.29,164.7,1.0,50.86,0.4141,0.3604,north_caucasus,sowing
M_1267,NewHollandT9,191.3,2022,3.21,4.2,4.5,1,электроника,0,31552.35,23.9,0.788,66.86,0.7673,0.4243,north_caucasus,harvest
M_1268,NewHollandT9,167.6,2021,4.49,1325.3,1437.1,1,электроника,0,44594.96,4.8,0.8502,45.19,0.4817,0.2428,vladimir,harvest
M_1269,NewHollandT9,143.7,2020,5.42,648.9,716.6,1,электроника,0,7601.84,0.1,0.9702,35.46,0.4117,0.7147,vladimir,sowing
M_1270,NewHollandT9,179.0,2023,2.25,618.3,786.8,0,прочее,0,0.0,0.0,0.7398,27.54,0.7271,0.7996,northwest,sowing
M_1271,NewHollandT9,198.0,2024,1.69,417.8,592.9,0,прочее,0,0.0,0.0,0.8421,50.91,0.5843,0.5258,kuban,sowing
M_1272,NewHollandT9,190.1,2019,6.08,578.2,651.4,1,трансмиссия,0,267181.79,3.8,0.9244,56.34,0.4252,0.3182,altai,harvest
M_1273,NewHollandT9,127.0,2021,4.15,1095.0,1452.7,0,прочее,0,0.0,0.0,0.7983,42.7,0.3865,0.5885,altai,harvest
M_1274,NewHollandT9,153.6,2019,6.68,1956.1,2338.5,0,прочее,0,0.0,0.0,1.0,22.37,0.5435,0.4269,central_chernozem,sowing
M_1275,NewHollandT9,180.5,2021,4.26,195.8,224.7,1,электроника,0,27870.07,57.6,0.9719,38.87,0.9095,0.4504,north_caucasus,sowing
M_1276,NewHollandT9,152.4,2023,2.5,785.6,876.0,0,прочее,0,0.0,0.0,0.7122,52.81,0.5933,0.1596,vladimir,harvest
M_1277,NewHollandT9,139.7,2018,7.87,476.3,578.2,1,электроника,0,12431.05,24.5,1.0,32.48,0.3491,0.7139,altai,sowing
M_1278,NewHollandT9,204.2,2021,4.3,371.9,396.8,1,электроника,0,15260.98,27.3,0.808,42.23,0.6367,0.5097,volga,harvest
M_1279,NewHollandT9,159.2,2020,5.76,1139.5,1335.9,1,гидравлика,0,28810.03,41.9,0.9483,54.46,0.7054,0.4779,kuban,harvest
M_1280,NewHollandT9,163.3,2019,6.81,1031.7,1181.8,1,гидравлика,1,40716.81,2.4,0.991,60.22,0.5585,0.2959,central_chernozem,harvest
M_1281,NewHollandT9,187.1,2024,1.37,422.0,480.0,0,прочее,0,0.0,0.0,0.6176,33.34,0.7566,0.7385,amur,sowing
M_1282,NewHollandT9,186.5,2018,7.65,2012.1,2330.9,1,электроника,1,27676.47,161.2,1.0,71.6,0.8397,0.2268,central_chernozem,harvest
M_1283,NewHollandT9,207.7,2020,5.99,942.2,1116.2,1,гидравлика,0,47006.7,2.0,1.0,40.61,0.419,0.357,central_chernozem,sowing
M_1284,NewHollandT9,182.5,2021,4.31,100.1,118.6,1,электроника,0,14611.51,11.2,0.8829,32.33,0.5247,0.6619,amur,sowing
M_1285,NewHollandT9,187.8,2023,2.32,278.9,337.7,1,электроника,0,37167.65,10.2,0.8187,57.22,0.4592,0.3602,central_chernozem,harvest
M_1286,NewHollandT9,148.2,2024,1.33,181.5,191.8,1,гидравлика,0,49108.4,74.7,0.5146,55.75,0.1613,0.4409,north_caucasus,sowing
M_1287,NewHollandT9,171.5,2018,7.68,171.4,203.7,1,двигатель,0,99333.78,0.7,0.895,39.91,0.5841,0.4965,volga,harvest
M_1288,NewHollandT9,143.8,2019,6.19,461.4,563.6,1,гидравлика,0,61041.16,15.5,0.7852,29.86,0.5627,0.6139,vladimir,sowing
M_1289,NewHollandT9,196.0,2019,6.39,1803.2,2236.9,0,прочее,0,0.0,0.0,1.0,40.8,0.5527,0.4736,central_chernozem,harvest
M_1290,NewHollandT9,188.3,2018,7.03,1805.2,2459.3,0,прочее,0,0.0,0.0,1.0,30.89,0.5228,0.5117,northwest,sowing
M_1291,NewHollandT9,189.6,2017,8.29,1296.0,1608.5,1,электроника,0,26341.85,25.1,1.0,44.61,0.9534,0.7051,northwest,sowing
M_1292,NewHollandT9,176.2,2021,4.25,707.4,854.7,1,электроника,1,59607.7,159.3,0.8868,51.93,0.8653,0.5247,central_chernozem,sowing
M_1293,NewHollandT9,181.6,2024,1.5,458.6,524.0,0,прочее,0,0.0,0.0,0.6348,42.43,0.4979,0.9619,vladimir,harvest
M_1294,NewHollandT9,146.4,2022,3.62,1130.2,1268.1,0,прочее,0,0.0,0.0,0.8362,39.07,0.8201,0.6651,altai,harvest
M_1295,NewHollandT9,137.7,2022,3.42,865.1,1197.5,0,прочее,0,0.0,0.0,0.7944,53.26,0.7934,0.7624,north_caucasus,harvest
M_1296,NewHollandT9,221.2,2017,8.93,2534.5,3125.9,0,прочее,0,0.0,0.0,1.0,49.67,0.5455,0.4677,volga,harvest
M_1297,NewHollandT9,195.1,2022,3.01,820.2,1052.6,0,прочее,0,0.0,0.0,0.8594,54.37,0.5551,0.2332,kuban,sowing
M_1298,NewHollandT9,161.3,2020,5.82,1793.0,1959.8,1,электроника,0,40527.16,4.4,0.8812,36.0,0.5016,0.2562,northwest,harvest
M_1299,NewHollandT9,140.5,2024,1.56,403.2,544.4,0,прочее,0,0.0,0.0,0.82,58.14,0.6747,0.0481,central_chernozem,harvest
M_1300,NewHollandT9,162.3,2019,6.16,164.6,176.5,1,электроника,0,62825.56,17.2,1.0,52.16,0.5662,0.7939,central_chernozem,harvest
M_1301,NewHollandT9,154.9,2023,2.75,720.3,963.5,0,прочее,0,0.0,0.0,0.8275,59.19,0.673,0.8129,volga,harvest
M_1302,NewHollandT9,197.4,2021,4.29,507.6,629.6,1,электроника,0,20458.6,11.2,1.0,48.48,0.7576,0.2691,kuban,harvest
M_1303,NewHollandT9,215.4,2019,6.82,52.6,64.0,1,гидравлика,0,64177.6,21.6,1.0,45.82,0.82,0.6543,volga,sowing
M_1304,NewHollandT9,207.0,2021,4.42,262.6,316.1,1,гидравлика,0,135405.17,0.1,1.0,53.58,0.4924,0.0588,volga,harvest
M_1305,NewHollandT9,163.7,2019,6.98,844.5,1021.4,1,электроника,0,28817.94,14.6,1.0,57.43,0.9415,0.4195,volga,harvest
M_1306,NewHollandT9,156.3,2024,1.5,381.8,526.2,0,прочее,0,0.0,0.0,0.843,40.62,0.4423,0.4465,vladimir,sowing
M_1307,NewHollandT9,218.5,2021,4.3,610.7,730.8,1,гидравлика,0,51215.04,3.3,0.9431,48.27,0.4995,0.4098,amur,sowing
M_1308,NewHollandT9,199.8,2021,4.2,1187.0,1470.1,0,прочее,0,0.0,0.0,1.0,57.22,0.8272,0.6658,volga,sowing
M_1309,NewHollandT9,163.4,2021,4.44,134.0,158.4,1,гидравлика,0,34873.49,0.0,0.9335,54.18,0.5963,0.563,north_caucasus,sowing
M_1310,NewHollandT9,195.5,2020,5.4,806.6,956.2,1,электроника,0,31521.04,24.1,1.0,41.85,0.7787,0.626,volga,harvest
M_1311,NewHollandT9,225.7,2017,8.44,2602.7,2769.1,1,электроника,0,13464.55,12.7,1.0,26.24,0.5481,0.7624,amur,sowing
M_1312,NewHollandT9,205.9,2018,7.02,1612.2,1776.5,1,гидравлика,0,89813.43,163.8,1.0,41.26,0.9329,0.4573,altai,harvest
M_1313,NewHollandT9,187.4,2021,4.8,170.5,182.0,1,гидравлика,0,89324.92,11.5,1.0,60.16,0.8519,0.483,kuban,harvest
M_1314,NewHollandT9,165.9,2020,5.84,1694.5,2045.7,0,прочее,0,0.0,0.0,0.911,58.84,0.4786,0.6763,north_caucasus,harvest
M_1315,NewHollandT9,158.2,2024,1.57,462.5,549.2,0,прочее,0,0.0,0.0,0.6318,37.45,0.5943,0.1833,central_chernozem,sowing
M_1316,NewHollandT9,208.5,2017,8.07,1347.1,1597.4,1,трансмиссия,1,143460.93,181.7,1.0,31.8,0.9458,0.4817,vladimir,sowing
M_1317,NewHollandT9,162.1,2018,7.66,1617.7,1833.4,1,гидравлика,1,43725.12,4.9,0.9173,63.47,0.7434,0.6493,north_caucasus,harvest
M_1318,NewHollandT9,183.3,2018,7.15,2020.5,2504.1,0,прочее,0,0.0,0.0,1.0,76.25,0.2915,0.1795,kuban,harvest
M_1319,NewHollandT9,148.7,2017,8.23,694.3,758.1,1,электроника,1,18263.98,93.1,1.0,42.95,0.4115,0.7543,vladimir,harvest
M_1320,NewHollandT9,183.4,2017,8.05,130.1,154.0,1,трансмиссия,1,134588.23,52.2,1.0,47.99,0.6019,0.5947,north_caucasus,sowing
M_1321,NewHollandT9,198.4,2019,6.44,75.5,79.9,1,электроника,1,3342.24,69.2,1.0,51.87,0.6263,0.6961,volga,harvest
M_1322,NewHollandT9,218.4,2021,4.31,1280.0,1507.2,0,прочее,0,0.0,0.0,0.7764,41.18,0.071,0.8583,amur,harvest
M_1323,NewHollandT9,202.6,2017,8.96,195.7,234.0,1,гидравлика,0,67793.44,39.1,1.0,55.35,0.5573,0.7364,volga,harvest
M_1324,NewHollandT9,185.7,2021,4.17,415.5,469.7,1,гидравлика,0,45998.84,3.6,1.0,58.08,0.6495,0.4649,kuban,harvest
M_1325,NewHollandT9,172.4,2022,3.81,293.4,323.0,1,гидравлика,0,23827.65,1.4,0.7862,55.97,0.4181,0.29,volga,sowing
M_1326,NewHollandT9,202.9,2020,5.1,1382.8,1626.9,1,гидравлика,0,60504.63,5.9,1.0,59.85,0.8513,0.4692,kuban,sowing
M_1327,NewHollandT9,183.0,2020,5.81,468.0,519.5,1,гидравлика,0,105689.18,1.9,1.0,41.07,0.0794,0.3042,kuban,sowing
M_1328,NewHollandT9,193.1,2022,3.25,412.0,436.5,1,электроника,0,100165.06,2.5,0.9149,30.11,0.5605,0.5888,northwest,sowing
M_1329,NewHollandT9,168.1,2020,5.23,1332.9,1831.7,0,прочее,0,0.0,0.0,1.0,54.47,0.4011,0.1588,amur,harvest
M_1330,NewHollandT9,183.4,2022,3.18,362.2,395.2,1,трансмиссия,1,73026.92,123.6,0.9762,31.78,0.2569,0.1323,amur,harvest
M_1331,NewHollandT9,225.5,2022,3.48,947.3,1216.4,0,прочее,0,0.0,0.0,0.9438,38.35,0.7964,0.3296,altai,harvest
M_1332,NewHollandT9,189.3,2022,3.95,1093.5,1381.4,0,прочее,0,0.0,0.0,0.9648,35.93,0.5324,0.2008,amur,sowing
M_1333,NewHollandT9,199.3,2022,3.48,350.3,415.5,1,электроника,0,38132.37,27.9,1.0,45.67,0.715,0.5998,northwest,harvest
M_1334,NewHollandT9,194.7,2018,7.62,1267.9,1572.3,1,трансмиссия,1,94996.41,13.9,1.0,55.32,0.8231,0.2571,central_chernozem,sowing
M_1335,NewHollandT9,167.8,2023,2.25,686.2,788.0,0,прочее,0,0.0,0.0,0.5971,73.89,0.6404,0.2491,central_chernozem,harvest
M_1336,NewHollandT9,203.2,2019,6.95,144.8,176.6,1,трансмиссия,0,277127.86,3.3,1.0,55.76,0.8518,0.7327,altai,harvest
M_1337,NewHollandT9,189.1,2021,4.41,420.9,443.3,1,электроника,1,39064.21,49.8,0.9457,39.95,0.7191,0.1382,amur,harvest
M_1338,NewHollandT9,181.2,2018,7.47,1186.7,1441.6,1,электроника,0,29700.09,17.3,1.0,51.91,0.9716,0.3273,vladimir,sowing
M_1339,NewHollandT9,156.8,2022,3.86,955.1,1351.6,0,прочее,0,0.0,0.0,0.7434,40.28,0.8667,0.064,volga,harvest
M_1340,NewHollandT9,143.8,2017,8.78,576.8,702.6,1,электроника,0,64350.78,11.1,1.0,69.49,0.458,0.4243,kuban,harvest
M_1341,NewHollandT9,183.5,2021,4.29,1311.1,1502.4,0,прочее,0,0.0,0.0,0.9042,44.09,0.8709,0.6837,central_chernozem,sowing
M_1342,NewHollandT9,191.4,2024,1.93,528.1,629.1,1,гидравлика,0,92422.12,64.9,0.7531,20.0,0.8166,0.0673,northwest,sowing
M_1343,NewHollandT9,120.3,2017,8.35,445.1,521.3,1,гидравлика,0,25541.4,9.0,1.0,41.54,0.1964,0.1611,vladimir,sowing
M_1344,NewHollandT9,153.9,2021,4.68,29.1,33.7,1,трансмиссия,1,175248.27,32.2,0.9692,46.6,0.6995,0.7106,kuban,sowing
M_1345,NewHollandT9,178.8,2019,6.76,803.2,867.4,1,гидравлика,0,45874.53,4.7,0.965,56.51,0.5946,0.1537,north_caucasus,sowing
M_1346,NewHollandT9,175.3,2019,6.42,1952.8,2246.6,0,прочее,0,0.0,0.0,1.0,55.74,0.7358,0.3828,kuban,sowing
M_1347,NewHollandT9,185.8,2020,5.52,1540.1,1932.1,0,прочее,0,0.0,0.0,1.0,65.91,0.6619,0.1168,north_caucasus,sowing
M_1348,NewHollandT9,184.4,2020,5.53,1660.5,1934.6,0,прочее,0,0.0,0.0,0.8871,57.64,0.6036,0.4705,north_caucasus,sowing
M_1349,NewHollandT9,183.5,2017,8.3,2314.1,2905.6,0,прочее,0,0.0,0.0,1.0,38.31,0.7688,0.8289,altai,sowing
M_1350,NewHollandT9,220.0,2024,1.22,302.2,428.6,0,прочее,0,0.0,0.0,0.8538,33.39,0.5263,0.2837,volga,sowing
M_1351,Versatile280,139.6,2020,5.49,1371.5,1469.0,1,электроника,0,21766.7,38.6,0.8356,76.65,0.7092,0.4665,kuban,harvest
M_1352,Versatile280,116.4,2019,6.78,175.4,205.7,1,гидравлика,0,170025.77,5.3,0.9717,52.16,0.3927,0.2421,volga,harvest
M_1353,Versatile280,103.1,2024,1.88,219.8,247.8,1,трансмиссия,0,282783.59,4.7,0.6288,29.86,0.8659,0.6459,northwest,sowing
M_1354,Versatile280,136.6,2022,3.27,366.7,419.5,1,гидравлика,0,26549.63,1.7,0.8741,47.73,0.4,0.1444,altai,harvest
M_1355,Versatile280,124.5,2022,3.87,691.1,763.4,1,трансмиссия,0,121236.84,7.2,0.9134,52.75,0.7613,0.4981,central_chernozem,harvest
M_1356,Versatile280,140.5,2023,2.39,747.8,835.3,0,прочее,0,0.0,0.0,0.707,46.24,0.6726,0.4335,central_chernozem,sowing
M_1357,Versatile280,129.4,2018,7.51,2115.6,2628.3,0,прочее,0,0.0,0.0,1.0,61.91,0.8661,0.3697,north_caucasus,sowing
M_1358,Versatile280,144.4,2020,5.27,1616.4,1846.0,0,прочее,0,0.0,0.0,1.0,55.38,0.628,0.3774,kuban,harvest
M_1359,Versatile280,135.9,2023,2.09,646.7,732.1,0,прочее,0,0.0,0.0,0.75,62.27,0.3329,0.898,kuban,harvest
M_1360,Versatile280,164.7,2019,6.52,291.0,344.6,1,трансмиссия,0,69944.59,10.2,0.9617,56.89,0.8805,0.1156,volga,sowing
M_1361,Versatile280,182.0,2018,7.84,997.8,1119.8,1,трансмиссия,0,105763.42,72.1,1.0,45.78,0.7482,0.7118,amur,harvest
M_1362,Versatile280,129.9,2022,3.04,10.3,12.2,1,электроника,0,26551.97,5.3,0.7926,57.62,0.6522,0.3771,altai,harvest
M_1363,Versatile280,152.4,2024,1.33,378.2,464.1,0,прочее,0,0.0,0.0,0.6036,39.37,0.6661,0.5292,amur,harvest
M_1364,Versatile280,154.7,2017,8.75,1442.8,1694.7,1,электроника,1,31955.3,101.6,1.0,63.28,0.7244,0.8257,north_caucasus,harvest
